timeLog,xLog,yLog,zLog,thetaLog
56.2615256,0.250000021791673,-0.149999988938436,0.00199999250304318,2.77873330489802
56.2848154,0.250000021520786,-0.149999989075944,0.00199999259624407,2.80277277460033
56.3061933,0.250000021250057,-0.149999989213371,0.00199999268938517,2.82679824050249
56.3266301,0.250000020980092,-0.14999998935041,0.0019999927822666,2.85075577609418
56.3489686,0.250000020711383,-0.149999989486811,0.001999992874716,2.87460186051736
56.3700567,0.250000020444299,-0.149999989622386,0.00199999296660638,2.8983037037989
56.3936315,0.250000020179092,-0.149999989757009,0.00199999305785071,2.9218389058078
56.4148394,0.250000019915902,-0.149999989890608,0.00199999314840096,2.94519511239643
56.4398397,0.25000001965476,-0.149999990023168,0.00199999323824764,2.96836967880281
56.4623034,0.250000019395589,-0.149999990154728,0.00199999332741648,2.99136933756717
56.4875479,0.250000019138212,-0.149999990285379,0.0019999934159692,3.01420986821551
56.5098552,0.250000018882353,-0.149999990415262,0.00199999350400089,3.03691576596357
56.533913,0.250000018627644,-0.149999990544566,0.00199999359163979,3.05951990669394
56.5547807,0.250000018373597,-0.149999990673491,0.00199999367902433,3.08206320476741
56.5785783,0.250000018119706,-0.149999990802367,0.00199999376637396,3.104594069009
56.603777,0.250000017865347,-0.14999999093148,0.00199999385388423,3.12716641665168
56.6265479,0.25000001760989,-0.14999999106115,0.00199999394177248,-3.13334910338272
56.6473608,0.250000017352722,-0.149999991191689,0.00199999403024909,-3.11052755815484
56.6722176,0.25000001709329,-0.149999991323376,0.00199999411950416,-3.08750524187889
56.6939985,0.250000016831144,-0.149999991456441,0.00199999420969336,-3.06424211014977
56.7164059,0.250000016565973,-0.149999991591042,0.00199999430092299,-3.0407107491187
56.7387908,0.250000016297654,-0.149999991727241,0.00199999439323648,-3.01690004073813
56.759255,0.250000016026285,-0.149999991864989,0.00199999448659979,-2.99281883545421
56.7794874,0.250000015752232,-0.1499999920041,0.00199999458088787,-2.96849963654519
56.8029035,0.250000015476169,-0.14999999214422,0.00199999467585645,-2.94400226727519
56.8222082,0.250000015199101,-0.149999992284858,0.00199999477117798,-2.91941569053008
56.8432423,0.250000014922296,-0.149999992425363,0.00199999486640897,-2.89485249977195
56.867958,0.250000014647177,-0.149999992565011,0.00199999496105942,-2.87043895229407
56.8963456,0.250000014375205,-0.149999992703062,0.0019999950546273,-2.84630458235826
56.9202207,0.250000014107758,-0.149999992838816,0.00199999514663798,-2.82257173995531
56.9415121,0.250000013846017,-0.149999992971673,0.00199999523668538,-2.79934509446895
56.9620769,0.250000013590844,-0.149999993101195,0.00199999532447274,-2.77670114248152
56.9806111,0.250000013342665,-0.149999993227166,0.00199999540985294,-2.75467775895927
57.0027402,0.250000013101355,-0.149999993349648,0.00199999549286857,-2.73326383105537
57.0231423,0.250000012866125,-0.149999993469058,0.00199999557379963,-2.71238901376858
57.0452483,0.250000012635397,-0.149999993586173,0.00199999565317695,-2.69191378740179
57.0650204,0.250000012406783,-0.149999993702215,0.00199999573182672,-2.67162609902914
57.0897063,0.250000012177267,-0.149999993818716,0.00199999581078706,-2.65125837988758
57.1105001,0.250000011943497,-0.149999993937375,0.0019999958912105,-2.6305133728742
57.1357058,0.250000011702074,-0.149999994059919,0.00199999597426712,-2.609089431418
57.1569633,0.250000011449825,-0.149999994187959,0.00199999606104803,-2.58670518035016
57.1780917,0.250000011184082,-0.149999994322848,0.0019999961524714,-2.56312392695454
57.2040788,0.250000010902958,-0.149999994465545,0.00199999624918665,-2.53817821037999
57.2326705,0.250000010605628,-0.149999994616468,0.00199999635147816,-2.51179487759603
57.2547198,0.250000010292624,-0.149999994775349,0.00199999645916363,-2.48402107407356
57.2822463,0.250000009966133,-0.149999994941069,0.00199999657147606,-2.45505153012225
57.3055396,0.250000009630288,-0.149999995111541,0.00199999668701491,-2.42525181622873
57.3286934,0.250000009290962,-0.149999995283781,0.00199999680375109,-2.39514337259514
57.3483994,0.250000008955305,-0.149999995454158,0.00199999691922456,-2.36536050542397
57.3702383,0.250000008631187,-0.14999999561868,0.00199999703072869,-2.33660118782203
57.3960779,0.250000008326538,-0.149999995773318,0.0019999971355343,-2.30956910799833
57.4174911,0.250000008048644,-0.149999995914376,0.00199999723113568,-2.28491036261732
57.4401542,0.250000007803408,-0.149999996038858,0.00199999731550225,-2.26314863788526
57.4674339,0.250000007594649,-0.149999996144824,0.00199999738732025,-2.24462272094799
57.4936643,0.250000007423467,-0.149999996231717,0.00199999744621084,-2.22943018417813
57.5181713,0.250000007287721,-0.149999996300623,0.00199999749291101,-2.21738108492969
57.5411126,0.250000007181648,-0.149999996354462,0.00199999752939971,-2.20796456524665
57.5648739,0.250000007095084,-0.149999996398402,0.0019999975591795,-2.20027827675667
57.5849511,0.250000007012811,-0.149999996440164,0.00199999758748313,-2.19297264685077
57.6072048,0.250000006916929,-0.149999996488834,0.00199999762046797,-2.18445986754523
57.6294198,0.250000006789134,-0.149999996553703,0.00199999766443219,-2.1731160105356
57.6504518,0.250000006612082,-0.149999996643575,0.0019999977253413,-2.15740280776469
57.6731897,0.250000006370282,-0.149999996766313,0.00199999780852493,-2.13594593389838
57.6963955,0.250000006050907,-0.149999996928428,0.00199999791839493,-2.1076078283083
